"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1.00556201113716,-0.879784122318889,-1.4121604045485,-0.828649147375708,-1.49751556918376,-1.57077084517291,-0.512889432749992,-0.581567452864814,0.0270497085390207,-0.0773355812936741,0.622443849360638,1.17393598212492,1.48039080484781,1.60039582937956,1.74871074877132,1.57589003565057,1.36448476937933,1.58031580750464,1.37401361288091,-0.104038084195795
"2",-0.916422794802884,-1.06462663763821,-1.55649374756989,-1.39914029185442,-0.509296888606656,-0.35649283329531,-0.402737769834092,0.236902293523452,0.121737731596259,0.942284692481106,0.925188146210475,0.211151703475073,0.615976997323556,0.806026395881252,0.990844246744135,0.833521412159252,1.45372478677894,0.183161673777886,-0.102678491765495,-0.668313146808998
"3",-0.433738841568951,-0.252773522191311,-0.843693183961544,-1.01412938897012,-1.04098295779726,-1.38204098333898,-0.985577988203317,-0.281294275274152,-0.321459618852942,-0.993974415448672,-0.416573927343809,-1.19084226828384,-0.739228486813556,-0.536226071844143,-1.66600200431519,-1.53103227086449,-1.09818801097775,-1.64229151333272,-0.529109099650591,-0.258564151587576
"4",-0.536673203803716,-1.14716344838405,0.245487644893098,-0.521226651528384,-1.25382347185421,-0.0374571141353816,0.220046085631288,0.342453321422753,0.107897229660399,0.437474629042902,0.559569459125123,0.215031273226706,-0.905171986648688,-0.954753413229809,-0.495748602644961,-0.0588451676302495,0.193472808208204,1.39261269305263,0.878110376257048,0.822133601186101
"5",0.793842361869398,2.20719308320644,0.449529072349747,0.202471420876114,-0.947633228846959,-1.27683055466718,0.598598796065277,0.744585765381565,0.190266990129086,-0.761540745742132,-0.977528279430828,0.0727104216525536,-1.04344070966481,-0.372357678838893,0.769427148190876,-0.0646704874151101,0.491541064573985,-0.00344644610587353,-0.587311546627365,-0.785875484724767
"6",-1.31468734950258,-1.44937262419183,-1.03529176149961,-0.844297380560774,-1.24540799874935,-0.767271499112367,-0.569458728035213,-0.500291091066823,-0.22821799643606,-0.395823493535724,-0.898210690218425,-0.786445409951309,0.146543276434509,-1.19930203835822,-1.34897818396886,-1.74512587099679,-2.43303245415272,-2.42757677700599,-1.02038017784521,-0.529168485958257
"7",0.156508347790948,-0.733132818785805,-0.803453704876097,1.00721351150679,0.715010363711359,-0.0182920947625318,0.257089536609034,-0.235697297376177,-0.0115068870823318,0.496162186101316,0.255364592363819,-0.671078597937118,-1.15234006170937,-1.22735830646991,-0.709268647124438,-0.125753242782942,-0.657247064339903,-1.28254677055961,-1.00549380081127,0.376329170413463
"8",0.903797018802588,0.314979964978995,1.41385940696351,0.964189138490712,1.80731007330613,0.809027179307775,0.82242218882276,0.888874811680956,1.00182572849098,1.01947782095417,1.28175842667249,0.383479752594466,0.265116017004333,0.512218252530024,-0.888646714675181,-0.875147953749697,-0.654809412532689,0.98881869873614,1.08442650136635,3.7138995787296
"9",-0.909899982687051,-0.477774142726545,-1.5045545957424,-1.03244696409553,-0.784899318299965,0.719825747041959,0.0208008875016202,-0.924386900539562,-0.369618110723683,1.17587032466057,1.7180434923336,0.950075052980736,1.06731672862983,0.655087134375307,1.07883098917539,0.871745051117411,1.16234013296276,1.28558473530107,1.12703145224038,0.737897302807879
"10",0.711349851162152,-0.376209957975303,-0.347546758053839,-0.0515915045392375,0.913670714584912,0.575763989447953,0.482058954428933,0.554618149439823,0.661192356912418,0.379461274767311,-0.0969166528375405,-0.231320444817954,-0.259763591966203,0.0201107108060418,0.244169210067353,0.278509385990755,0.228623491709381,0.62011966072414,0.523410744213658,0.325630042227611
