"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
"1",-0.00221558220700421,0.000577374078122725,0.00365899056453149,-0.000568693031271616,0.194834045924899,-0.591776302456266,0.590620909861505,-0.389674429855001,0.178368757549003,-0.427866320236577,0.00319381789300952,-0.918061758418418,0.00293584506219342,0.00156236692733295,-0.042028508111,1.13750479025978,-1.06612722135197,-0.0144177830373154,1.16885299542841,0.338380712438337,0.971476422852897,0.13215105135604,-0.0635942884978689,0.191792405034617,-0.406451493323873,0.00162212321017991,9.62583531042781e-05,0.0216758051536453,-0.242044324145898,-0.00221129179247141,-0.883118961895605,-0.401447322624386,0.468267354054722,-0.314947604190319,-0.0844269658248615,-0.000264307517988038,-0.123929159892151,-0.463361449825098,0.434742309737656,-0.00841370538240849,0.0174692677965734,-0.104405566900436,0.243526080033691,-0.563608073822277,-0.249057089280524,0.464768741619062,-2.14564269398012,0.50503193330886,0.518171778353823,-0.36528253349776
"2",-0.00273522789494149,-0.000384152073125075,-0.0011048123897746,0.000507128912677494,0.183327960438607,-0.172760443293371,0.278066527112356,-0.65825978882962,0.362441991630185,-0.213567891560296,0.019169014681014,-0.710275607865552,0.00251695774174875,-0.845875942326652,0.741198565064096,0.424132984488134,-0.0101063945862859,-0.196425120923105,0.654925205168451,-0.0426094043986455,0.962422807631274,0.682111037982714,9.67283805539147e-05,0.186745249477441,-0.890656706927357,-0.00249047332064931,0.0012625937553847,0.0085736021751113,-0.327214829318561,0.0798422976015845,-1.08327389968515,-0.28813188197172,0.46357489864785,-0.487721922985223,0.0862776615380499,0.31885231916787,-0.875481955705017,0.144114474313418,0.296040404839995,-0.0023000800510812,0.000460913675877415,-0.247187345499667,0.495613550168988,-0.428233251214976,-0.419790891529669,0.0997021315121252,-1.7791303929719,0.152949874223683,0.625607472680775,-0.12402682085091
"3",0.220687404750643,-0.363854962278132,0.330225346548658,-0.000517988552519485,0.0821808755543921,-0.605342241915502,0.333904239275806,-0.473458979818524,0.442488107567013,-0.446775768202874,-0.000428298355262155,-0.738603061490617,-0.000767147368295258,-0.223150194418494,0.133359392169936,-0.0830685683589456,-0.000904322868516578,0.00116631291181457,0.943188313709037,-0.365007430295209,1.29420234187242,0.343689681327273,-0.0200335333207339,-0.246648843416968,-0.382795076482983,-0.000692875681137064,0.000932771689954407,-0.0319687783320385,0.123893254295012,-0.397448437906719,-0.954825023576687,-0.312422179131647,0.525063758224393,-0.593728531601286,-0.254696568562017,0.0925592764200543,-0.0464002810839054,0.0341679437442431,0.419943777155023,0.00298484537822474,0.00453365033079534,-0.121054276851683,-0.0958219571400866,0.0664076063729202,-0.761009813967021,0.64367829932057,-1.91651274879344,0.476460674139929,0.00451768590329693,-0.0507562287827736
"4",0.119382245712802,0.197357274295845,-0.520587219990493,0.000562926517334819,0.365684493375845,-0.218637156131866,0.272941740520982,-0.508476200825074,0.635954976688471,-0.435149270447936,0.000371674802331781,-0.916365460484593,-0.000873687335804962,0.0812067781961123,0.0441557023359552,0.337104909608412,-0.00371400245458487,-0.000365966310014516,0.500620323922151,0.352887626516197,0.641953087640549,0.344292803234252,0.00123730225408811,-0.253835381145431,-0.38864349423164,0.000652275093807386,-0.00153565569357769,-0.00802964423346296,-0.14459652927173,-0.179781104468526,-1.05686524005158,-0.312005940544943,0.106510869483932,0.0792103345044723,-0.267275262476978,0.668421562350806,-0.329393093293354,0.162336090292476,0.0920353056187211,0.0327750413222933,-0.000105003923709472,-0.0914157806169902,0.133001388574026,-0.231826885981638,-0.202088858984423,0.0287880999412287,-1.27094050414529,-0.0905715014558774,0.690955130427629,-0.471736360723313
"5",0.469364333215681,0.000867904396363207,0.280923030771532,-0.811107083133668,0.000349778015712198,-0.568805015255248,0.400185785123169,-0.681740682238299,0.886339198190787,-0.0535796638280387,0.00180037727168962,-1.18047586991632,-0.017738068932605,-0.0120599531974793,0.199296522571405,-0.252817648727387,0.000688926463187111,0.00354192812889624,0.427684231395682,-0.309505696196927,1.74935767026472,-0.101031436194949,-0.00941448351596071,-0.141490482265457,-0.519975603178726,-0.00334446720112891,0.00024789112320097,0.257984359263052,-0.694127303852752,-0.256822790997327,-0.48875869218064,-0.611908028592966,0.276011843371863,0.134584958551479,-0.546207272302873,0.28348811788031,-0.45272057652719,0.0108067040930436,0.613852390733725,0.00166623923840697,-0.00253944771491754,-0.000608226897798569,-0.227832908888733,-0.264637055412555,0.06794389449417,0.308494584601556,-1.98723398527381,0.000204589491612073,0.412962503357106,0.158099032545002
"6",0.0354802335888105,0.00124517353842436,-0.263916722860109,-0.102604921673315,0.230060403816518,-0.109087174022145,-0.0982778847398113,-0.343018957907403,0.56443194676864,-0.151399447502896,-0.576060265286855,-0.613547942679064,-0.000259373502834505,-0.000932403894164887,0.0503824712858392,0.005461508356151,-0.842118880766095,0.850605179522726,0.745257219557208,0.00384413710330292,1.18966842373625,-0.218498299528311,-0.000819419398190625,-0.389438830782244,0.142634692165774,-0.065112865144521,0.00203687812466037,-0.397391059451132,-0.15487411514137,-0.075235819589602,-0.585380812470485,-1.11479334860043,0.626125460160666,-0.329143075869428,-0.0582233231264596,0.0768567262867784,0.162568267849413,-0.862418965912013,0.766540518276593,0.000460555033533503,0.00646121467307458,-0.00105991639713989,0.053492086847753,-0.878166271955647,0.0530829238702973,0.53551859302504,-1.96470546207167,0.00276752550658252,0.64509954776095,-0.479936930255379
"7",0.000786522726411523,-0.338539044541781,0.488029312657933,-0.251985950500053,0.359182838677584,-0.57546998201932,-0.0809380350929245,-0.113633636417071,0.742538067324475,-0.925992368132473,0.000805937146011072,-1.012750216173,-0.167601414244543,-0.0112691587774084,0.302887097601757,0.442761674675504,-1.21330288582766,0.400439957517696,0.926266984119542,-0.00523077466327653,1.48262125602235,-0.296030701974075,0.0122412237302987,-0.200874748789058,-0.0627511220999686,0.0615348769855234,0.0026981306684482,-0.327308277532038,0.411651607460615,-0.239973607252178,-0.906634492603287,-0.950466245195672,0.584456521553954,-0.282288877964696,-0.0937647907839602,-0.162367567765518,0.240110317532312,-0.402184705349761,0.390383690384291,0.000922439017863067,-0.197742016991546,0.0412128913422543,0.108791908600496,-1.14122695578597,0.360762973198499,0.45244717033521,-1.8900797372966,0.00193589389653916,0.592779213815561,-0.102195386076127
"8",-5.46245031948015e-05,0.00084466640328222,0.347890790872818,0.0232446499680626,-0.00290839728387938,-0.362434530625122,-0.1200503956829,-0.00419747187345891,1.39971293377072,-1.3281725866643,-0.00260662190524714,-1.7950432825197,0.605119221181265,-0.0705297264987036,0.302249275280178,0.211359800675327,-0.764102318651876,-0.00336448753191061,0.982491554276439,-0.130193918594581,1.21135577180413,-0.220595673009374,-0.0028933918456183,-0.477796577416322,0.183382739984998,0.0964037555781984,-0.000141417831806656,-0.0471255360469275,0.14816972399844,-0.049072089844314,-0.952967923017587,-1.11705475980319,1.26129661016734,-0.945101156763896,0.00805089446916728,0.63654021705904,0.296049400236249,-0.664121144708669,0.0161214387568223,0.21731804299447,-0.247427069708645,0.373935709770649,-0.419816350648629,-0.622402210051184,-0.0263025797608826,1.16302991455642,-2.10340934225783,-0.00379280036738986,0.286846805725884,-0.230515403446393
"9",0.00169203659375974,0.00276768037088938,0.198003416850325,-0.00667736270910849,0.00131673790097577,-0.410570007007729,0.587997432920722,0.00209951133450286,0.86886737686984,-1.06049995859904,-0.000743091914636364,-1.5183214392588,0.266713540133755,0.303552773425933,0.0606826715337893,0.274511437362198,-0.655548051775775,0.00963479315801869,1.13146642869354,-0.39708658473741,1.19794849062835,-0.188250660869144,0.00134598358994867,-0.33987582272198,0.418530703569445,-0.14052200856008,-0.000282728873355679,0.057553765558616,0.000463030913779017,-0.144927422923011,-1.5780497426318,-0.666588809865282,1.20726502592995,-0.813680474651361,0.0598068811676049,0.691712094506584,-0.470133804849216,-0.112159715533822,0.0388396574264972,0.352532010182483,-0.125808441780307,0.0777092500709964,-0.0730224012722679,-0.758863826659907,0.40566330164365,0.487939162643603,-1.77323263356467,0.00114423352695405,0.593526197962126,-0.429024330717025
"10",-0.0729606356289946,0.000718768149680255,0.408441262985548,-0.207165688710857,-0.00018859261065147,-0.213118104541177,0.0888560631105456,-0.0089680597215315,0.830550565639011,-0.998914675615633,0.000232716977083552,-1.34552188615329,0.0677119527057587,0.262275793265055,0.000172916737752249,0.0989141878783555,0.00485484608430767,0.00369720663938249,0.00381221320772196,0.0203214414411925,1.73470843463559,-0.34640264250193,0.000865687680668203,-0.470753156587809,0.400624202654029,-0.330404092624477,0.00190442623590719,0.0334179270119022,-0.00275805198841003,-0.0135894208646271,-1.4445091419677,-0.483253432977433,0.20508243279556,-0.551818964339173,0.699762289825116,0.157198281273928,-0.14011965348026,-0.671705834127993,0.115606224138211,0.670119973115191,-0.266174051177333,0.0406565198934536,0.13562373854842,-1.11969591800919,0.600669971763719,0.225549140854827,-1.32822728982774,4.01681186800983e-05,0.525568728416513,-0.249785755974121
