"","V1"
"1",0.181703332795703
"2",-0.287520077914121
"3",-1.16874593350852
"4",-1.89744213937664
"5",-1.84656314437995
"6",-1.32892531583516
"7",-1.44797267950182
"8",-2.19875905709139
"9",-1.19848318622261
"10",-0.0424493835170254
"11",-1.25845347278116
"12",-2.27860476967841
"13",-1.93157564430158
"14",-0.428123843863392
"15",-1.43311634106527
"16",-2.42458233318522
"17",-1.71266824973244
"18",-1.24247061079563
"19",-0.226323774784636
"20",-1.26445588412424
"21",-0.783268721030721
"22",-4.34038275155596
"23",-1.88485169303461
"24",-0.826511354434168
"25",-2.33357190415459
"26",-0.678509544675427
"27",-0.312883055953026
"28",-1.27699089043143
"29",0.129858853148861
"30",-2.04744497984361
"31",-0.719351269572663
"32",-0.709428466091164
"33",-1.99949663820526
"34",-2.43199752532509
"35",-1.08421601327201
"36",-1.54518971525979
"37",0.576812596857142
"38",0.115332860347967
"39",-0.837036443522565
"40",-2.16203542626155
"41",-1.6339292656214
"42",0.51014259994221
"43",-2.18312815113275
"44",0.572827322416707
"45",-1.3547496895274
"46",-1.58126040042893
"47",-1.88603814996938
"48",1.03685941396714
"49",-2.44741354999578
"50",-0.617189441791299
"51",0.120916318368808
"52",-0.478697796982215
"53",-0.701037647029979
"54",-0.319474614109735
"55",-1.26547055485322
"56",-1.34195573691927
"57",-2.01385167236893
"58",-1.84808607757273
"59",-2.5407457053819
"60",-0.493776386939083
"61",-1.11925818405808
"62",-1.79876676748144
"63",-1.39239344942567
"64",-1.89579019707171
"65",-1.89205716152065
"66",-1.48786001491686
"67",-1.43245373061788
"68",-1.02851615373765
"69",-1.88153352472817
"70",-1.7389708348601
"71",-2.0139307770264
"72",-0.44933125211321
"73",-0.812780803668213
"74",-1.03820309792618
"75",-0.906687226437707
"76",-1.60198275708274
"77",-1.7410115796118
"78",-1.15997664821675
"79",-0.95044180646656
"80",0.179245993184741
"81",-1.57661642330843
"82",-0.807596694306732
"83",-1.19704863502878
"84",-0.70269647262646
"85",-0.929381681259376
"86",0.665681696555323
"87",-1.07537707439107
"88",0.0631602026121487
"89",-1.67159573211527
"90",-2.05867786171406
"91",-1.77824856126713
"92",-0.661029730184698
"93",-0.586204252599501
"94",-1.34332215727272
"95",0.284366731376191
"96",0.650593109596905
"97",-0.627458567597848
"98",-1.37879886568564
"99",-0.961448551074035
"100",0.263549891226027
"101",-1.29345423604903
"102",-2.68073505426599
"103",-1.37378581449707
"104",-0.151249570064881
"105",-0.259164457478343
"106",-0.694263219716271
"107",-0.773103408774313
"108",-0.51663486277318
"109",0.758358083422614
"110",-0.510189552094676
"111",-1.87922872566941
"112",-1.73338640886592
"113",-0.322869671192483
"114",-1.35503643161205
"115",0.00442655943889059
"116",0.0718707132088652
"117",0.533414915858913
"118",-0.920063735935609
"119",-1.50561347589012
