"","V1"
"1",-4.32173510771973
"2",0.729058575646885
"3",0.0201824485921091
"4",-1.20933730756945
"5",3.32643010945828
"6",-4.41442272156587
"7",0.394432621524483
"8",-0.560051746831912
"9",0.0900469884992006
"10",1.51370893311429
"11",2.24481335177465
"12",0.749192815545537
"13",-4.42123654597863
"14",2.11872780670886
"15",-1.41358853525209
"16",-0.96934053538714
"17",-0.203620090051294
"18",4.09022091163078
"19",1.78831358957833
"20",0.0954376635442826
"21",3.58159229556467
"22",2.53151639262381
"23",0.101815206191061
"24",2.97853524072563
"25",2.04360124395882
"26",-1.40096745967237
"27",1.33503634090474
"28",2.33476876178068
"29",3.69818677263523
"30",-6.08287660796851
"31",2.0597003183486
"32",-0.533497448193226
"33",-0.131007129963598
"34",-0.484658921633933
"35",-2.63856494736693
"36",-1.84310151680831
"37",-3.34289600611793
"38",2.52043696796081
"39",-2.33132847980789
"40",-2.05533637539708
"41",3.67537760345225
"42",-0.952274729672703
"43",-1.00018313055071
"44",-0.0115587203935026
"45",-1.2674875830313
"46",-4.37091765088578
"47",2.46625011261306
"48",0.758752328774647
"49",-3.25601622690173
"50",-3.07263635083932
"51",0.380584240298229
"52",-0.161235420320199
"53",0.838051141100615
"54",-0.230556463694295
"55",-5.24417146510369
"56",-3.32608964263698
"57",3.27318336736149
"58",0.58802655563131
"59",-0.145425193392988
"60",0.0716912660216495
"61",-3.90091139503598
"62",-1.89012352294526
"63",0.380649639757963
"64",0.150854542373491
"65",3.61990963467568
"66",-2.26648847390743
"67",3.02315338127053
"68",0.5867767247715
"69",-5.93209563677481
"70",-3.37826813294003
"71",-1.87584984788082
"72",5.97877680651453
"73",-1.60823959000806
"74",4.02852921738985
"75",1.32766346726076
"76",-3.1037776665828
"77",3.22045791293751
"78",-1.67058603427843
"79",-0.70059692481453
"80",0.478987684580602
"81",-1.88504509868036
"82",-2.71031436978851
"83",0.00283857663562992
"84",-0.695594293176321
"85",1.7159560171731
"86",3.0619515199315
"87",-0.137089496675802
"88",-0.243158142414638
"89",2.45380258595435
"90",0.510520287688784
"91",-2.73644383815643
"92",-3.25521056611229
"93",-0.413175400475232
"94",0.115013443069261
"95",-1.18698054824603
"96",-1.42197879881727
"97",-1.86371569996875
"98",-1.72334477231316
"99",0.0772626492893108
"100",1.8541224215678
"101",3.01014690771847
"102",4.56802874332101
"103",3.37754480213884
"104",0.41510379983917
"105",0.771247954741296
"106",0.0611074914862509
"107",1.7161410032809
"108",-0.055149836677498
"109",0.815743045641175
"110",-1.28033167009197
"111",-2.94967770866493
"112",-1.86863708757869
"113",3.32643704273905
"114",5.57815121835624
"115",0.62280588050381
"116",-2.23811958510572
"117",-3.92587331589262
"118",4.12909357823591
"119",-2.32226296218147
"120",-0.074438737998652
"121",-1.36143659761015
"122",0.687396055825432
"123",0.0315068086924502
"124",-0.378948447820483
"125",0.021836345746068
"126",-0.149247575161739
"127",1.19306716101896
"128",-0.776005884859899
"129",2.77396578575958
"130",0.984697220300505
"131",-5.1054975078712
"132",-0.191228483213881
"133",0.738660264492854
"134",1.46969280810902
"135",0.74843536734561
"136",1.86734402537699
"137",0.830963563094282
"138",-1.28051454781575
"139",-3.03454231853011
"140",-2.44783349744528
"141",0.33181192997241
"142",-1.92179983999826
"143",-0.836385898117192
"144",-0.852266812445426
"145",4.50515874465735
"146",3.14231559169659
"147",-2.76061833385164
"148",-0.693689496869409
"149",-6.8831109875488
"150",4.05692991300283
"151",-3.72391379598065
"152",0.995325244500918
"153",0.109322147678216
"154",0.450507752945683
"155",2.23023590126217
"156",-2.51327967787101
"157",-2.39847385693891
"158",-0.349878576316315
"159",2.09109174143947
"160",0.996730407137311
"161",-3.05841842552889
"162",1.3143102788775
"163",0.650000509234358
"164",-4.1611235181543
"165",-0.0122625416698657
"166",-1.06123370622886
"167",0.772353401714322
"168",0.991045883857369
"169",1.2075539812392
"170",-4.33361048460453
"171",-0.124872646552269
"172",0.237466842119213
"173",-2.14096062603949
"174",-0.767796387163714
"175",-3.19804529009225
"176",-1.78540724034365
"177",2.6355695959272
"178",0.77230620389289
"179",-1.01669351122449
"180",2.5541615172432
"181",0.807189407527906
"182",-5.6633552872571
"183",-5.48388851418305
"184",2.6831254970469
"185",-0.799818048999169
"186",-2.40368463598556
"187",-0.716104159572943
"188",-0.521988294990007
"189",-0.889797185183062
"190",1.55881271526682
"191",-6.59723115945362
"192",4.93404793266627
"193",-1.27164057562074
"194",0.74271168999109
"195",1.30326650566268
"196",-5.16660002705859
"197",0.508962789798187
"198",2.70985483434544
"199",1.17489865554984
"200",0.220349189377478
