"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0995905946505408,1.09371424152837,0.456580699576817,-0.385745682079296,-0.220093076023675,-1.70479923407397,-0.675362275143729,0.69620861858715,0.823856744980231,1.24733186161645,1.58560693278214,1.61910130337726,0.240415593457211,-0.0628834975056705,0.380671582134469,0.192938867775061,-0.265606493320487,0.0199815683189961,-0.137173984139359,0.619233610594644
"2",0.863870028987149,1.27755338590567,0.421185055431482,-0.0864195118645364,-0.355966165940758,-0.61445566591932,-0.127029137498665,0.0145846715718952,-0.281934921140481,0.195579160015687,0.525911486308691,1.08677157491455,0.456190611152067,-0.36520139470189,-1.27681310569106,0.614012515939479,0.842191361678243,0.359367359318228,0.0190882170291923,-0.384135398989242
"3",-0.693526865965378,-0.703832758469428,-0.301567563416647,-0.716880957334503,-0.924314568998154,-1.26750650368235,-0.807673047899402,-0.834704691470846,-1.57476335200884,-0.706518591586171,-0.730164079456793,-0.907949460576479,-0.967264338371468,-1.29157618743577,-0.589827930280475,-0.753936220793232,-0.714956121443523,-0.516663937505179,-0.707918025162485,-1.58150391288239
"4",-1.44687626437599,-1.07669098153614,-1.02488280422649,-0.602675957427334,-1.17583949817365,-0.641406499077609,-0.599162431588829,0.13356331014812,-0.288734511640766,0.374025243193018,1.20718064407461,-0.2483960421805,-0.054805005604329,-0.140931892323685,0.375475746525865,0.152951257422001,1.06559218112942,1.22868139360976,0.456895406389417,1.09304968385773
"5",-0.589155857199362,-1.11784016507697,-0.602325573545113,0.065150590632045,0.946775337002843,0.103519172088307,0.0247719210010076,0.393723394221983,-0.744276209723301,0.015860329988622,0.588096413611948,1.17935510833259,0.424505001888561,-0.871467490235704,-0.177591943293637,-0.385536988636105,-0.495595693058186,-1.3300192578231,0.102142312648597,-0.517163087484362
"6",-1.46353739092069,-1.55546788093941,-1.81553275721758,-1.70114031121331,-1.59231848554772,-1.4439795617417,-2.11285466813031,-1.28647804259647,-0.799206175294998,-1.19302542338448,-2.11619707344033,-1.27175662293988,-0.282139635485733,0.637490933983374,-0.816499117950174,-0.581252189205901,0.162521888250266,0.975192298523675,-0.173469305713388,-0.140141338266575
"7",-0.790420995033995,-0.100628628284288,0.644673851568928,1.94430017908873,0.63735752974512,0.350088544421083,0.166238600440116,-0.352339752674602,-0.105641299501754,0.0369111123356441,0.242210544820219,0.0374087999672344,-0.0867486029001591,-1.32710678617419,-0.989500933651958,-0.740900073385338,-1.16552313254375,-1.5851192540684,-2.08325413396558,-1.39873426079655
"8",-0.415865090476913,-1.6021224717858,-0.970668940918782,-0.105910204787212,0.745643184778537,0.622814205056622,0.677773190868362,1.35593526285466,1.08200881416381,1.5501898512155,1.54550853159645,1.07047427190561,2.22718116815477,1.06552035383371,0.571850991355329,1.02107670586013,0.367606037341805,-0.102830421283553,-0.409548675851198,0.587704218962347
"9",1.77496976627383,0.677296770978953,0.273994396789096,-0.660578789519153,-1.03215271844087,0.476557711736896,0.102556305323914,0.447199409581473,-0.0541801458120549,0.503826252285518,1.19779094744191,1.71655623036557,1.26272114751666,0.71696593281995,-0.639444895017069,-0.0344536198870452,0.215625919478115,0.24601386025088,0.473906327986024,-0.154507139684566
"10",0.88985253851663,0.382319071478566,0.727158603620991,-0.142254693729692,-0.276566546042836,-0.236122695701983,0.539577621459223,0.795265919830377,0.914578773203073,0.134188729453425,-1.20299396910738,-1.2445552545875,-0.183065983965642,0.929422565943668,1.3791017489586,0.342325163445266,0.627729852579255,-0.142325337504839,0.771328403267317,1.44346213226742
