"","V1"
"1",-4.36600245214739
"2",-1.24464719150557
"3",7.41409583815736
"4",2.06114754952292
"5",4.87403421880595
"6",3.1334504848505
"7",3.10559002587621
"8",-1.15828522124772
"9",-2.96179742692838
"10",-3.68865789723382
"11",2.97570906396402
"12",-2.79722480676535
"13",-4.66355167463602
"14",4.41432486473273
"15",-1.90477417204651
"16",6.4687840308881
"17",4.18863639120333
"18",-5.492099504483
"19",3.51601846845805
"20",5.3063564574424
"21",0.106405445615126
"22",-2.64843642608234
"23",-4.31986582396868
"24",-2.20757657907283
"25",-2.72073820971798
"26",-4.07198614183455
"27",4.49962463607948
"28",1.35442470348687
"29",-0.994865887698194
"30",3.74013632432104
"31",-5.18454359645383
"32",-0.569672779366718
"33",3.49466279021406
"34",3.56356370992874
"35",1.10446678448725
"36",5.19844524231177
"37",5.24612286140509
"38",1.09149716724137
"39",-0.124132982057128
"40",0.307214702763706
"41",-0.413701678907495
"42",3.44292724604739
"43",-8.01177962854705
"44",3.17946194771546
"45",5.29388229753538
"46",-5.8015795433001
"47",0.391684021048994
"48",-0.842805087974927
"49",4.30135738972382
"50",-1.32530873653993
