"","V1"
"1",-3.34817714073419
"2",-3.81740055144401
"3",-4.69862640703841
"4",-5.42732261290653
"5",-5.37644361790984
"6",-4.85880578936505
"7",-4.97785315303171
"8",-5.72863953062128
"9",-4.7283636597525
"10",-3.57232985704692
"11",-4.78833394631106
"12",-5.8084852432083
"13",-5.46145611783148
"14",-3.95800431739328
"15",-4.96299681459517
"16",-5.95446280671511
"17",-5.24254872326233
"18",-4.77235108432552
"19",-3.75620424831453
"20",-4.79433635765413
"21",-4.31314919456061
"22",-7.87026322508585
"23",-5.41473216656451
"24",-4.35639182796406
"25",-5.86345237768448
"26",-4.20839001820532
"27",-3.84276352948292
"28",-4.80687136396132
"29",-3.40002162038103
"30",-5.57732545337351
"31",-4.24923174310256
"32",-4.23930893962106
"33",-5.52937711173515
"34",-5.96187799885498
"35",-4.61409648680191
"36",-5.07507018878968
"37",-2.95306787667275
"38",-3.41454761318193
"39",-4.36691691705246
"40",-5.69191589979144
"41",-5.16380973915129
"42",-3.01973787358768
"43",-5.71300862466265
"44",-2.95705315111319
"45",-4.8846301630573
"46",-5.11114087395882
"47",-5.41591862349927
"48",-2.49302105956275
"49",-5.97729402352567
"50",-4.14706991532119
"51",-3.40896415516108
"52",-4.00857827051211
"53",-4.23091812055987
"54",-3.84935508763963
"55",-4.79535102838311
"56",-4.87183621044917
"57",-5.54373214589883
"58",-5.37796655110262
"59",-6.07062617891179
"60",-4.02365686046898
"61",-4.64913865758797
"62",-5.32864724101133
"63",-4.92227392295557
"64",-5.4256706706016
"65",-5.42193763505054
"66",-5.01774048844676
"67",-4.96233420414778
"68",-4.55839662726754
"69",-5.41141399825807
"70",-5.26885130839
"71",-5.54381125055629
"72",-3.9792117256431
"73",-4.34266127719811
"74",-4.56808357145607
"75",-4.4365676999676
"76",-5.13186323061263
"77",-5.27089205314169
"78",-4.68985712174665
"79",-4.48032227999645
"80",-3.35063448034515
"81",-5.10649689683832
"82",-4.33747716783662
"83",-4.72692910855868
"84",-4.23257694615635
"85",-4.45926215478927
"86",-2.86419877697457
"87",-4.60525754792097
"88",-3.46672027091774
"89",-5.20147620564516
"90",-5.58855833524396
"91",-5.30812903479702
"92",-4.19091020371459
"93",-4.11608472612939
"94",-4.87320263080262
"95",-3.2455137421537
"96",-2.87928736393299
"97",-4.15733904112774
"98",-4.90867933921554
"99",-4.49132902460393
"100",-3.26633058230387
"101",-4.82333470957892
"102",-6.21061552779588
"103",-4.90366628802696
"104",-3.68113004359477
"105",-3.78904493100824
"106",-4.22414369324616
"107",-4.30298388230421
"108",-4.04651533630307
"109",-2.77152239010728
"110",-4.04007002562457
"111",-5.4091091991993
"112",-5.26326688239581
"113",-3.85275014472238
"114",-4.88491690514194
"115",-3.525453914091
"116",-3.45800976032103
"117",-2.99646555767098
"118",-4.4499442094655
"119",-5.03549394942002
"120",-4.63588907198286
"121",-7.13777583965674
"122",-5.62023675747487
"123",-4.0143715725118
"124",-4.72708086829739
"125",-4.26080878746951
"126",-5.73635419422849
"127",-5.39840435592586
"128",-4.90693331409984
"129",-5.3954030925368
"130",-4.20224830479015
"131",-5.92039116145195
"132",-3.46574834976161
"133",-3.74043456113746
"134",-5.90424457205207
"135",-3.80548524962519
"136",-6.99123070292042
"137",-4.03196925850125
"138",-4.69080813760691
"139",-7.04213810364088
"140",-4.66225935150654
"141",-4.731625847544
"142",-6.23842529341736
"143",-3.79123107424933
"144",-5.35650120119318
"145",-3.57651005093916
"146",-5.17918298576961
"147",-4.10702333888184
"148",-6.47156702919443
"149",-6.45647375118044
"150",-3.27032668845976
"151",-5.20720993603683
"152",-3.67262916876687
"153",-4.66157437951905
"154",-4.2805700457183
"155",-2.63163480918424
"156",-5.82090789403546
"157",-5.39811087751359
"158",-4.97422487990367
"159",-4.92664309176841
"160",-4.32878749524668
"161",-2.79810172427904
"162",-5.62485754473051
"163",-2.44693663192828
"164",-4.84760806038237
"165",-3.66779745888429
"166",-5.51050651156574
"167",-5.14412798707961
"168",-3.85734923244804
"169",-6.74518771881991
"170",-4.68514532503375
"171",-5.04774980874083
"172",-4.75570636178622
"173",-2.84579995465294
"174",-5.45326665323845
"175",-2.74204032156715
"176",-3.93398595485269
"177",-3.90674562076501
"178",-3.27716384165621
"179",-5.21920428807489
"180",-5.44767271495441
"181",-5.17800620685657
"182",-3.85139248589446
"183",-5.35054754618047
"184",-5.91848376730681
"185",-2.2674759340852
"186",-5.73653014363048
"187",-4.4504988130943
"188",-4.76910077669804
"189",-6.03137253519274
"190",-4.17303820369772
"191",-3.68255803811745
"192",-4.64808168370138
"193",-5.51340483708289
"194",-5.10581943558775
"195",-6.55409165039944
"196",-4.2731243516048
